idn,title,auftraggeber-per-idn,auftraggeber-per-name,auftraggeber-inst-idn,auftraggeber-inst-name
1236182766,Einbanddecke für Das Papier - Der Druck,,,1073074552,Otto-Blersch-Verlag
1236182812,Einbanddecke für Das Papier - Der Druck,,,1073074552,Otto-Blersch-Verlag
1236182901,Einbanddecke für Das Papier - Der Druck,,,1073074552,Otto-Blersch-Verlag
1236182928,Fotokopien in unterschiedlicher Ausführung von Firmenzeichen für Klöckner & Co,,,002176866,Klöckner & Co.
1236182944,Fotokopien von Entwürfen von Firmenzeichen für Klöckner & Co,,,002176866,Klöckner & Co.
1236182952,Probedruck für das Titelblatt von Eine Darstellung der geschichtlichen Entwicklung und des heutigen Aufbaus der Fa. Hoffmann - La Roche & Co,,,003101304,Hoffmann-La Roche Aktiengesellschaft
1236182995,Entwürfe von Firmenzeichen für Klöckner & Co,,,002176866,Klöckner & Co.
1236183010,"Buchrücken für Don Quixote, Band 1",,,004518454,Insel Verlag Anton Kippenberg Leipzig
1236183037,Klebeentwurf für das Titelblatt von Yorick,,,051070510,Birkhäuser
1236183061,"Einbanddecke für Don Quixote, Band 1",,,004518454,Insel Verlag Anton Kippenberg Leipzig
1236183096,Entwurfszeichnungen für eine Übersichtstafel Die Geschichte der Buchschriften,,,1087301513,Schwitter AG
1236183118,Probedruck für Titelblatt und Broschüre von Zehn Gouachen von Marc Chagall,,,955738644,Holbein-Verlag
1236183134,Probedruck für das Titelblatt von Vincent van Gogh,,,955738644,Holbein-Verlag
1236183169,Probedruck für den Bucheinband von Alte Kinderbücher,,,004069420,Haus der Bücher
1236183177,Briefbogen für Paul Sacher,118604562,Sacher,,
1236183193,Probedrucke Zeitungskopf Südkurier,,,96130572X,Südkurier GmbH
1236183207,Überarbeitung des bestehenden Zeitungskopf Südkurier,,,96130572X,Südkurier GmbH
1236183258,Entwurf und Probedrucke des Corporate Design für Musik-Akademie Basel,,,007040725,Musik-Akademie Basel
1236183266,Skizzierter Entwurf für das Titelblatt von Yorick,,,051070510,Birkhäuser
1236183290,Klischeevorlage für Zeitungskopf Südkurier,,,96130572X,Südkurier GmbH
1236183673,Gebrauchsgrafik für Briefmarken-Müller,,,,"Briefmarken Müller, Basel"
1236183762,Probedrucke für den Schutzumschlag von O Tannenbaum! Weihnachtserzählungen,,,1086233492,Heinrich Majer Verlag
1236183851,Belegexemplare Briefbögen vom Corporate Design für Musik-Akademie Basel,,,007040725,Musik-Akademie Basel
1236183959,Probedruck und Druckfahnen für das Rückenschild von Yorick,,,051070510,Birkhäuser
1236184076,Probedrucke auf Druckbögen für Seiten von Yorick,,,051070510,Birkhäuser
1236184289,Skizzen für das Titelblatt von Yorick,,,051070510,Birkhäuser
1236184408,Einbanddecke für Yorick,,,051070510,Birkhäuser
1236184408,Einbanddecke für Yorick,,,1205920099,Buchbinderei Schwab Liestal
1236184564,Druckbogen für den Umschlag von Mitteilungsblatt der Testor Treuhand- und Steuerberatungs AG,,,1085985415,Testor Treuhand AG
1236184718,Probedruck mit ergänzten Klischeeabzügen zum Werbeplakat Great Ideas of Western Man: John Stuart Mill,,,050122029,Container Corporation of America
1236184866,Probedrucke von Titelschild für Ilias und Odyssee,,,051070510,Birkhäuser
1236185048,Probedruck von Titelschild für Ilias und Odyssee,,,051070510,Birkhäuser
123618520X,Probedruck von Buchdeckel und Buchrücken für den Schutzumschlag von Ilias und Odyssee,,,051070510,Birkhäuser
1236185307,Korrigierte Kopie einer Entwurfsskizze für den Schutzumschlag von Ilias und Odyssee,,,051070510,Birkhäuser
1236185439,Einbanddecke für Wilhelm Meisters Wanderjahre,,,051070510,Birkhäuser
1236185609,Einbanddecke für Homers Ilias und Odyssee,,,051070510,Birkhäuser
1236185757,Einbanddecke für Homers Ilias und Odyssee,,,051070510,Birkhäuser
1236185870,"Probedrucke für Titelblatt, Titelschild und Rückenschild von Schweizer Maler aus fünf Jahrhunderten",,,004623711,Rascher und Cie.
1236186044,Einbanddecke für Homers Ilias und Odyssee,,,051070510,Birkhäuser
1236186176,"Einbanddecke für Festschrift zur Feier des einhundertjährigen Bestehens der Firmen Suter, Joerin & Co. und Allgemeine Kohlenhandels AG in Basel",,,965138003,"Suter, Joerin und Co."
1236186338,Schutzumschlag von Schweizer Maler aus fünf Jahrhunderten,,,004623711,Rascher und Cie.
1236186494,Probedruck für den Bucheinband von Die Rechtspersönlichkeit der klösterlichen Verbandsformen,,,,"Universitätsverlag, Freiburg im Üechtland"
1236186664,"Briefumschlag für Suter, Joerin & Co. Basel",,,965138003,"Suter, Joerin und Co."
1236186818,Negativabzug vom Klebeentwurf für den Buchtitel von Die Kunst Afrikas,,,955738644,Holbein-Verlag
1236187113,Klebeentwurf zum Werbeplakat Great Ideas of Western Man: John Stuart Mill,,,050122029,Container Corporation of America
1236187261,Klebeentwurf zum Werbeplakat Great Ideas of Western Man: John Stuart Mill,,,050122029,Container Corporation of America
1236187415,Probedruck Flattersatz zum Werbeplakat Great Ideas of Western Man: John Stuart Mill,,,050122029,Container Corporation of America
1236187547,Probedruck Blocksatz zum Werbeplakat Great Ideas of Western Man: John Stuart Mill,,,050122029,Container Corporation of America
1236187652,Entwurf für den Umschlag von Mitteilungsblatt der Testor Treuhand- und Steuerberatungs AG,,,1085985415,Testor Treuhand AG
1236187695,Probedrucke für den Umschlag von Mitteilungsblatt der Testor Treuhand- und Steuerberatungs AG,,,1085985415,Testor Treuhand AG
1236187806,"Entwürfe, Probedrucke, Klischees und Klischeeabzüge von Firmenzeichen für Emil Nüesch Weinkellerei Balgach",,,1218793317,Emil Nüesch AG
1236187970,Entwurf und Korrekturfahnen von Werbeanzeige für Holbein-Verlag Spanische Kunst,,,955738644,Holbein-Verlag
1236188136,Klebeentwurf für den Buchtitel von Die Kunst Afrikas,,,955738644,Holbein-Verlag
1236188276,Kopie einer Skizze für Rückenschild von Homers Ilias und Odyssee,,,051070510,Birkhäuser
1236188276,Kopie einer Skizze für Rückenschild von Homers Ilias und Odyssee,,,051070510,Birkhäuser
1236188403,Probedruck von Illustration Goldprägung einer Lyra für Homers Ilias und Odyssee,,,051070510,Birkhäuser
1236188586,Einbanddecken für Homers Ilias und Odyssee,,,051070510,Birkhäuser
1236188713,Einbanddecke für Homers Ilias und Odyssee,,,051070510,Birkhäuser
1236188845,Einbanddecke für Homers Ilias und Odyssee,,,051070510,Birkhäuser
1236188977,Einbanddecke für Homers Ilias und Odyssee,,,051070510,Birkhäuser
1236189248,Halbe Einbanddecke für Meisterbuch der Schrift,,,007247605,Otto-Maier-Verlag
1236189663,Einbanddecke für Meisterbuch der Schrift,,,007247605,Otto-Maier-Verlag
1236189833,Probedruck für Buchrücken von Geschichte des Prinzen Biribinker,,,051070510,Birkhäuser
1236190009,Probedruck von Titelblatt für Geschichte des Prinzen Biribinker,,,051070510,Birkhäuser
123619022X,Einbanddecke für Ein Leben in Briefen,,,004518454,Insel Verlag Anton Kippenberg Leipzig
123619036X,Einbanddecke für Das lateinisch-deutsche Sonntagsmeßbuch,,,1065866399,Benziger Verlag
1236190637,Probedruck von Verlegermarke für Office du Livre,,,968184243,Office du Livre
1236191072,Einbanddecke für Am lebendigen Wasser,,,000432172,"Insel Verlag Anton Kippenberg, Leipzig"
123619358X,Probedrucke für den Schutzumschlag von Leise rieselt der Schnee,,,1086233492,Heinrich Majer Verlag
1236193733,Probedrucke für den Schutzumschlag von Wenn ihr nicht werdet wie die Kinder… Weihnachtserzählungen,,,1086233492,Heinrich Majer Verlag
1236193865,Probedrucke für den Schutzumschlag von Die Gemeindefamilie,,,1086233492,Heinrich Majer Verlag
1236194020,Probedrucke für den Schutzumschlag von Albert Schweitzer,,,1086233492,Heinrich Majer Verlag
1236194365,Probedruck mit Korrektur für Seiten von Geschichte des Prinzen Biribinker,,,051070510,Birkhäuser
1236194527,Probedruck von Firmenzeichen TM für Typographische Monatsblätter,,,004794591,Schweizerischer Typographenbund
1236194969,Montierter Entwurf von Signet für Georg-Rentsch-Söhne [1950],,,050699571,Georg-Rentsch-Söhne
1236195124,Probedruck für den Schutzumschlag von Lobt Gott ihr Christen allzugleich,,,1086233492,Heinrich Majer Verlag
1236195248,Entwurf für den Schutzumschlag und Probedrucke von Entlarvung der Weiber durch Jean Paul,,,1047226790,Verlagsanstalt Hermann Klemm
1236195418,Korrigierte negative Kopie zu Firmenzeichen für Graphische Anstalt Morf & Co,,,1086204492,Morf & Co
1236195582,Kopie von Entwurf zu Firmenzeichen für Graphische Anstalt Morf & Co,,,1086204492,Morf & Co
123619571X,Etiketten für Faksimiles von Einzeltafeln chinesischer Farbendrucke,,,955738644,Holbein-Verlag
1236195876,Entwurf von Briefbogen für Erich Wewel Verlag,,,105689234X,Erich Wewel Verlag
1236195981,Klischeeabzug und Belegexemplare von Firmenzeichen TM für Typographische Monatsblätter,,,004794591,Schweizerischer Typographenbund
1236196236,Korrigierte Probedrucke zu Vordrucken für die Staatskanzlei des Kantons Aargau,,,964170892,Aargau
1236196384,"Entwürfe, Probedrucke und Klischeevorlagen zu Vordrucken für die Staatskanzlei des Kantons Aargau",,,964170892,Aargau
1236196422,Entwurfsskizzen von Firmenzeichen für Graphische Anstalt Morf & Co,,,1086204492,Morf & Co
1236196449,Zwei montierte Firmenzeichen TM für Typographische Monatsblätter,,,004794591,Schweizerischer Typographenbund
1236196457,Klischeeabzüge von Firmenzeichen TM für Typographische Monatsblätter,,,004794591,Schweizerischer Typographenbund
1236196465,Korrigierte Klischeeabzüge von Firmenzeichen TM für Typographische Monatsblätter,,,004794591,Schweizerischer Typographenbund
1236196473,Entwürfe von Firmenzeichen TM für Typographische Monatsblätter,,,004794591,Schweizerischer Typographenbund
1236196481,Probedruck für den Schutzumschlag von O Weihnachtszeit! O Gnadenzeit!,,,1086233492,Heinrich Majer Verlag
123619649X,Probedrucke für den Schutzumschlag von Santiklaus Weihnacht und Neijohr,,,1086233492,Heinrich Majer Verlag
1236196570,Briefbögen für Testor Treuhand- und Steuerberatungs AG,,,1085985415,Testor Treuhand AG
1236196589,Entwürfe von Briefbogen für Georg-Rentsch-Söhne,,,050699571,Georg-Rentsch-Söhne
1236196597,Entwurfszeichnungen von Signet für Georg-Rentsch-Söhne [1950],,,050699571,Georg-Rentsch-Söhne
1236196600,Reproduktionen von Firmenzeichen für Georg-Rentsch-Söhne [1950],,,050699571,Georg-Rentsch-Söhne
1236196619,Entwurfszeichnungen und Entwürfe von Firmenzeichen für Georg-Rentsch-Söhne [1950],,,050699571,Georg-Rentsch-Söhne
1236196627,Kopien von Entwürfen zu Kalenderziffern,,,055314635,Buchdruckerei Karl Werner
1236196635,Probedruck für Handzettel Fachreferenten-Kollegium,,,050261045,Schweizerische Lebensrettungs-Gesellschaft
123619666X,Korrigierter Probedruck von Briefbogen für Edith Tschichold,117431796,Tschichold,,
1236196678,Briefbogen für Christliche Vereinsbuchhandlung Zürich,,,,Christliche Vereinsbuchhandlung Zürich
1236196686,Briefbogen für Gotthelf Verlag,,,108684856X,Gotthelf-Verlag
1236196740,Klischeevorlagen für Firmenzeichen und Schallplatten-Etikett Philips,,,944918999,Philips' Phonographic Industries
1236196740,Klischeevorlagen für Firmenzeichen und Schallplatten-Etikett Philips,,,,Clichés Becker & Co Basel
1236196767,Entwurfszeichnungen von Firmenzeichen für Georg-Rentsch-Söhne [1950],,,050699571,Georg-Rentsch-Söhne
1236196775,Entwurf von Adressetikett für Librairie du Château d'Art,119136988,Beyeler,,
1236196783,Briefbogen für Pektin Aktien-Gesellschaft,,,,Pektin Aktien-Gesellschaft
1236196791,"Briefbogen für Maison M. Fink-Humbel, Damencoiffeur",,,,"Maison M. Fink-Humbel, Damencoiffeur"
1236196805,Rechnungsvordruck für Papyrus AG,,,1085799301,Papyrus AG
1236196813,"Briefbogen für Giovanni Panozzo, Architekt",127465529,Panozzo,,
1236196821,Briefpapier und Rechnungsvordruck für Galerie Beyeler und Librairie du Château d'Art,119136988,Beyeler,004019024,Galerie Beyeler
123619683X,Probedrucke von Briefbogen für Edith Tschichold,117431796,Tschichold,,
1236196848,Entwurf und Probedrucke für Briefbogen und Rechnungsvordruck der Testor Treuhand- und Steuerberatungs AG,,,1085985415,Testor Treuhand AG
1236196856,Probedruck für den Umschlag von Bericht der Testor Treuhand- und Steuerberatungs AG Basel,,,1085985415,Testor Treuhand AG
1236196864,Schutzumschläge für den Band VSG-Graphiker und ihre Arbeit,,,950402389,Verband Schweizerischer Grafiker
1236196872,"Probedruck für den Umschlag von Neuer Himmel, neue Erde",,,108684856X,Gotthelf-Verlag
1236196899,"Entwürfe, Probedrucke und Klischeeabzüge von Signet für Briefbogen für Edith Tschichold",117431796,Tschichold,,
1236196910,Probedrucke für den Schutzumschlag von Ich gratuliere,,,1086233492,Heinrich Majer Verlag
1236196945,"Probedrucke für den Schutzumschlag, Buchrücken und Titelschild von Hedy und die Andern",,,1086233492,Heinrich Majer Verlag
123619697X,Probedrucke für Schutzumschläge von Die Heilsgeschichte,,,1086233492,Heinrich Majer Verlag
1236196996,"Probedrucke von Titelblättern, Buchrücken und Schutzumschlägen für Verlag Heinrich Majer",,,1086233492,Heinrich Majer Verlag
1236197062,Schutzumschlag für den Band VSG-Graphiker und ihre Arbeit,,,950402389,Verband Schweizerischer Grafiker
1236197151,Neujahrswunsch für Paul Griesinger,1127667874,Griesinger,,
1236197186,Einbanddecke für Elli,,,004518454,Insel Verlag Anton Kippenberg Leipzig
1236197208,Probedruck für den Schutzumschlag von Dessins de maîtres hollandais,,,955738644,Holbein-Verlag
1236197224,Briefumschlag und Klischeeabzug mit Verlegermarke für Verlag Heinrich Majer,,,1086233492,Heinrich Majer Verlag
1236197534,Klebeentwurf für den Umschlag von The Penguin Film Review 8,,,001286447,Penguin Books
123619778X,Briefbogen für Verlagsanstalt Benziger & Co.,,,1072935899,Verlagsanstalt Benziger
1236197887,"Probedrucke, Klischees und Klischeeabzüge von Verlegermarke für Penguin Books",,,001286447,Penguin Books
1236198433,Montierter Probedruck der Verlegermarken für Verlag Heinrich Majer,,,1073056597,Heinrich Majer
1236198441,Briefbogen und Briefumschlag mit Briefkopf für Verlagsanstalt Benziger & Co. AG,,,1072935899,Verlagsanstalt Benziger
1236198530,Layout für zwei Seiten von Shakespeare's Hamlet,,,001286447,Penguin Books
1236199278,Ausschnitt aus Briefumschlag Penguin Science News,,,001286447,Penguin Books
1236199286,Mappe mit Entwürfen und Vorarbeiten von Kalender für Georg-Rentsch-Söhne,,,050699571,Georg-Rentsch-Söhne
1236199472,Klebentwurf mit Korrekturen für den Schutzumschlag von Goethes Faust,,,051070510,Birkhäuser
123619957X,Entwurfsskizze für den Bucheinband von Volkskunst der Tessiner Täler,,,955738644,Holbein-Verlag
1236199677,Probedruck für den Buchrücken von The Happy Hypocrite,1203234120,Lane,,
1236199677,Probedruck für den Buchrücken von The Happy Hypocrite,118778633,Lane,,
123620008X,Empfehlungskarte Compliments of Allen Lane,,,001286447,Penguin Books
1236200101,Korrekturfahne für das Titelblatt von The Happy Hypocrite,1203234120,Lane,,
1236200101,Korrekturfahne für das Titelblatt von The Happy Hypocrite,118778633,Lane,,
1236200179,Skizze für den Briefumschlag Penguin Science News,,,001286447,Penguin Books
1236200209,Probedruck für den Buchrücken von The Happy Hypocrite,1203234120,Lane,,
1236200209,Probedruck für den Buchrücken von The Happy Hypocrite,118778633,Lane,,
1236200268,Entwurf der Typographie für den Empfehlungskarte Compliments of Allen Lane,118778633,Lane,001286447,Penguin Books
1236200276,Entwurf der Typographie für den Empfehlungskarte Compliments of Allen Lane,118778633,Lane,001286447,Penguin Books
1236200284,Empfehlungskarte A new book from Penguin Books,,,001286447,Penguin Books
1236200292,Prospekt The King Penguin Books,,,001286447,Penguin Books
1236200306,Grußkarte Neujahrswunsch 1948,,,001286447,Penguin Books
1236200314,Probedruck eines Briefumschlages Penguin Science News,,,001286447,Penguin Books
1236200519,Probedruck Briefumschlag Penguin Science News für Penguin Books,,,001286447,Penguin Books
1236200810,Entwürfe für Titelblatt und Einband von Das persönliche Regiment Wilhelms II,,,004692047,Eugen-Rentsch-Verlag
123620087X,Entwurf Briefumschlag Penguin Science News für Penguin Books,,,001286447,Penguin Books
1236201019,Probedruck für Titelschild und Rückenschild von Schweizer Malerei und Zeichnung im 17. und 18. Jahrhundert,,,955738644,Holbein-Verlag
1236201027,Probedruck für Titelschild und Rückenschild von Dessins et aquarelles de maîtres français du 19e siècle,,,955738644,Holbein-Verlag
1236201035,Probedruck für das Titelblatt von Urs Graf,,,,"Home & Van Thal, London"
1236201043,Probedruck für das Titelblatt von Mittelalterliche Bildfenster der Schweiz,,,955738644,Holbein-Verlag
1236201051,Probedruck für das Titelblatt von Dessins et aquarelles de maîtres français du 19e siècle,,,955738644,Holbein-Verlag
1236201116,Briefumschlag Penguins Progress,,,001286447,Penguin Books
1236201124,Korrigierter Probedruck für das Adressetikett Penguin Books Bath road,,,001286447,Penguin Books
1236201132,Briefbogen Penguin Science News,,,001286447,Penguin Books
1236201159,Empfehlungskarte Compliments of Penguin Books,,,001286447,Penguin Books
1236201299,Skizze des Buchstaben P mit Dekor,,,001286447,Penguin Books
1236201310,Skizze für den Entwurf eines unbekannten Buchumschlages,,,001286447,Penguin Books
1236201329,Klebeentwurf für Schriftzug Received with thanks,,,001286447,Penguin Books
1236201337,Klebeentwurf für verschieden große Schlußstücke,,,001286447,Penguin Books
1236201345,Skizzen eines Schriftzuges Puffin Picture Book 66,,,001286447,Penguin Books
1236201353,Skizzen eines Schriftzuges UNIFO,,,001286447,Penguin Books
123620137X,Probedruck für einen Bucheinband für Penguin Books,,,001286447,Penguin Books
1236201388,Formular Please receive für Penguin Books Ltd,,,001286447,Penguin Books
1236201396,Probedruck für einen Briefbogen From the Editor Penguin Prints,,,001286447,Penguin Books
123620140X,Probedruck für einen Briefbogen From the Editor King Penguin Books,,,001286447,Penguin Books
1236201418,Entwurf für einen Abreißzettel für Penguin Books Ltd,,,001286447,Penguin Books
1236201426,Briefumschlag Air Mail,,,001286447,Penguin Books
1236201434,Quittungsformular Received with thanks,,,001286447,Penguin Books
1236201442,Postkarte Shipping Instructions,,,001286447,Penguin Books
1236201450,Probedruck für den Empfehlungskarte Due for Publication,,,001286447,Penguin Books
1236201469,Adressetikett Penguin Books Bath road,,,001286447,Penguin Books
1236201477,Adressetikett für Penguin Books,,,001286447,Penguin Books
1236201566,Probedruck eines Briefumschlages Penguins Progress,,,001286447,Penguin Books
1236201574,Entwurf für den Prospekt A Penguin News Letter,,,001286447,Penguin Books
1236201582,Entwurf von Bestellformular Penguin Prints,,,001286447,Penguin Books
1236201817,Probedrucke für Firmenzeichen der Testor Treuhand- und Steuerberatungs AG,,,1085985415,Testor Treuhand AG
1236201825,Entwurfszeichnungen für Firmenzeichen der Testor Treuhand- und Steuerberatungs AG,,,1085985415,Testor Treuhand AG
1236201833,Handzettel Verlagswerbung Victor Surbek Aus Italien,,,1088109349,Burg-Verlag
1236201841,Auf alte Ausgabe montierter Skizzenentwurf von Titelblatt für Schweizer Bücher-Katalog 1946-1947,,,000406082,Schweizerischer Buchhändler- und Verlegerverein
123620185X,Probedruck für den Schutzumschlag von Cités d'autrefois Dessins de Maîtres du XVe au XIXe Siècle,,,955738644,Holbein-Verlag
1236201868,Entwurfsskizze von Titelkopf für Der schweizerische Beobachter,,,108639710X,Verlagsgesellschaft Beobachter
1236201876,Probedruck für den Schutzumschlag von Die Exerzitien,,,000639729,Josef-Stocker-AG
1236201884,Probedruck für den Schutzumschlag von Old Towns and Cities in Drawings oft the Fifteenth to the Nineteenth Century,,,955738644,Holbein-Verlag
1236201892,Handzettel Verlagswerbung Victor Surbek Aus Italien,,,1088109349,Burg-Verlag
1236201914,Probedruck einer Illustration mit Schutzumschlag von Irrweg und Umkehr,,,051070510,Birkhäuser
1236201922,Korrigierter Probedruck von Titelblatt für Elemente der Mathematik,,,051070510,Birkhäuser
1236201930,Entwurfsskizze für das Titelblatt von Irrweg und Umkehr,,,051070510,Birkhäuser
1236201949,Probedruck für den Schutzumschlag von Die neuesten Fortschritte in der Anwendung der Farbstoffe,,,051070510,Birkhäuser
1236201957,Einbanddecke für Schillers Werke,,,051070510,Birkhäuser
1236201973,Skizzenentwürfe von Titelblatt für Schweizer Bücher-Katalog 1946-1947,,,000406082,Schweizerischer Buchhändler- und Verlegerverein
1236201981,Einbanddecke für Rassen und Völker,,,000639729,Josef-Stocker-AG
1236202007,Entwurf für Illustrationen von Urwald Abenteuer,,,955738644,Holbein-Verlag
1236202015,Entwurf für das Titelblatt von Die Feuerschützen-Gesellschaft zu Basel,,,948240210,Schwabe & Co.
1236202023,Probedruck für den Schutzumschlag von Die Exerzitien,,,000639729,Josef-Stocker-AG
1236202031,Klischeeabzug und Reproduktion von Firmenzeichen für Testor Treuhand- und Steuerberatungs AG,,,1085985415,Testor Treuhand AG
1236202058,Probedruck für das Titelblatt von Kleine Festgabe,,,1077172931,Der @Schweizerische Beobachter
1236202104,Klebeentwurf für den Titel von Die Exerzitien,,,000639729,Josef-Stocker-AG
1236202163,"Probedruck für den Schutzumschlag von Conrad Ferdinand Meyers Werke, Band 4",,,051070510,Birkhäuser
1236202171,"Probedruck für den Schutzumschlag von Conrad Ferdinand Meyers Werke, Band 3",,,051070510,Birkhäuser
123620218X,"Probedruck für den Schutzumschlag von Conrad Ferdinand Meyers Werke, Band 1",,,051070510,Birkhäuser
1236202201,Begleittext zum Überreichen eines Dokumentes - Pestalozzijahr 1946,,,00015217X,Basel-Stadt
123620221X,Probedruck für ein Titelblatt von Das Leiden unseres Herrn Jesus Christus,,,000639729,Josef-Stocker-AG
1236202228,Probedrucke für einen Schutzumschlag von Rechenschaft der Demokratie,,,000639729,Josef-Stocker-AG
1236202236,Entwurf für den Schutzumschlag von China und Japan im Spiegel der Geschichte,,,004692047,Eugen-Rentsch-Verlag
1236202244,Montiertes Firmenzeichen der Testor Treuhand- und Steuerberatungs AG,,,1085985415,Testor Treuhand AG
1236202260,Probedruck von Schutzumschlag für Rassen und Völker,,,000639729,Josef-Stocker-AG
1236202279,Entwurf für den Schutzumschlag von Die neuesten Fortschritte in der Anwendung der Farbstoffe,,,051070510,Birkhäuser
1236202287,Einbanddecke für Schriften zur Menschenbildung,,,051070510,Birkhäuser
1236202295,Schutzumschlag und Probedruck von Einband für Urwaldabenteuer,,,955738644,Holbein-Verlag
1236202309,Probedruck von Briefbogen für Penguin Books,,,001286447,Penguin Books
1236202317,Schutzumschlag für Die neuesten Fortschritte in der Anwendung der Farbstoffe,,,051070510,Birkhäuser
1236202325,Probedruck für den Schutzumschlag von Portraits and Studies of Women,,,955738644,Holbein-Verlag
1236202333,Probedruck für den Schutzumschlag von Drawings by Italian Masters,,,955738644,Holbein-Verlag
1236202368,Probedruck für das Titelblatt von Die Exerzitien,,,000639729,Josef-Stocker-AG
1236202414,Entwurf für den Umschlag der Broschüre Natur und Geist,,,004692047,Eugen-Rentsch-Verlag
1236202503,Probedruck für den Schutzumschlag von Irrweg und Umkehr,,,051070510,Birkhäuser
1236202635,Korrigierter Probedruck für den Schutzumschlag von Irrweg und Umkehr,,,051070510,Birkhäuser
1236202805,"Einbanddecke für Shakespeares dramatische Werke, Band 6",,,1205566872,Großbuchbinderei G. Wolfensberger
1236202805,"Einbanddecke für Shakespeares dramatische Werke, Band 6",,,051070510,Birkhäuser
123620364X,Entwurf für den Bucheinband von Die neuesten Fortschritte in der Anwendung der Farbstoffe,,,051070510,Birkhäuser
1236203682,Buchrücken für Jan Vermeer van Delft,,,955738644,Holbein-Verlag
1236203690,Arbeitstransparent mit Titelschriftzug für Interavia-Revue,,,1086596749,Interavia SA
1236203712,Probedruck von Titelseite für Interavia-Revue,,,1086596749,Interavia SA
1236203739,Kopien von Klischeevorlagen von Titelschriftzug für Interavia-Revue,,,1086596749,Interavia SA
1236203747,Entwurfsskizzen von Briefbogen für Interavia,,,1086596749,Interavia SA
1236203798,Entwürfe von Briefbogen für Interavia,,,1086596749,Interavia SA
123620381X,Finale Entwurfsskizze und Kopien von Verlegermarke für Interavia-Revue,,,1086596749,Interavia SA
1236203828,Kopien von Klischeevorlagen von Titelschriftzug für Interavia-Revue,,,1086596749,Interavia SA
1236203844,Probedruck des Rahmens von Titelseite für Interavia-Revue,,,1086596749,Interavia SA
1236203860,Entwurfsskizzen von Titelseite für Interavia-Revue,,,1086596749,Interavia SA
1236203879,Entwurfsskizzen von Titelschriftzug für Interavia-Revue,,,1086596749,Interavia SA
1236203895,Entwurfsskizze von Empfehlungskarte für Interpharma,,,944714897,Interpharma
1236203917,Schutzumschlag für Inselnächte,,,051070510,Birkhäuser
1236203925,Ausschnitt aus einem Schutzumschlag für Die Flucht aus der Zeit,,,000639729,Josef-Stocker-AG
1236203933,Probedruck für das Titelblatt von Geschichte des Abfalls der vereinigten Niederlande von der spanischen Regierung,,,1088109349,Burg-Verlag
1236203941,"Entwurf für das Titelblatt von Das Leben des Mr. Jonathan Wild, des Großen",,,051070510,Birkhäuser
123620395X,"Korrekturfahnen von Titelblatt für Das Leben des Mr. Jonathan Wild, des Großen",,,051070510,Birkhäuser
1236203976,Entwurfsskizze und Probedruck für Werbeanzeige Offerten Birkhäuser Massenauflagen,,,051070510,Birkhäuser
1236203992,"Probedruck von Titelblatt für Das Leben des Mr. Jonathan Wild, des Großen",,,051070510,Birkhäuser
1236204018,Probedrucke von Titelblatt und Probeseiten für Hafis,,,051070510,Birkhäuser
1236204026,"Druckbogen von Das Leben des Mr. Jonathan Wild, des Großen",,,051070510,Birkhäuser
1236204034,Probedruck für den Schutzumschlag von Mein Onkel Benjamin,,,051070510,Birkhäuser
1236204042,Probedrucke für den Schutzumschlag von Der letzte Tag eines Verurteilten,,,051070510,Birkhäuser
1236204050,Probedrucke für den Schutzumschlag von Hafis,,,051070510,Birkhäuser
1236204069,Schutzumschlag von Schatzkammer der Schreibkunst,,,051070510,Birkhäuser
1236204077,Probedruck für den Umschlag von Textilberichte,,,051070510,Birkhäuser
1236204085,Einbanddecke für Rechenschaft der Demokratie,,,000639729,Josef-Stocker-AG
1236204093,Probedruck Titelblatt und Bucheinband von Leonardo da Vinci: Das anatomische Werk,,,955738644,Holbein-Verlag
1236204107,Probedruck für das Titelblatt von Jan Vermeer van Delft,,,955738644,Holbein-Verlag
1236204115,Probedruck für den Schutzumschlag von Die neue Realität bei Guillaume Apollinaire,,,004661117,Benteli Verlag
1236204131,"Klebeentwurf für den Schutzumschlag von Geschichte der Schrift in Bildern, 2. Auflage",,,955738644,Holbein-Verlag
123620414X,"Klebeentwurf für den Schutzumschlag von Geschichte der Schrift in Bildern, 2. Auflage",,,955738644,Holbein-Verlag
1236204158,"Probedruck für das Titelblatt von Sechs Bücher von der Liebe, von der Ehe, von der Familie",,,000639729,Josef-Stocker-AG
1236204166,Probedruck für ein Titelblatt von Johannes: Eine betrachtende Auslegung seines Evangeliums,,,000639729,Josef-Stocker-AG
1236204174,Probedruck für einen Schutzumschlag von Der Tod des Thanatos,,,000639729,Josef-Stocker-AG
1236204182,Entwurf von Schutzumschlag für Die Flucht aus der Zeit,,,000639729,Josef-Stocker-AG
1236204190,Montierte Klischeevorlagen von Titelschriftzug für Interavia-Revue,,,1086596749,Interavia SA
1236204239,Probedrucke für den Schutzumschlag von Jan Vermeer van Delft,,,955738644,Holbein-Verlag
1236204263,Probedruck für den Schutzumschlag von Hafis,,,051070510,Birkhäuser
1236204271,Probedruck für den Umschlag von Chinesisches Novellenbuch,,,051070510,Birkhäuser
123620428X,Probedruck für den Umschlag von Der letzte Tag eines Verurteilten,,,051070510,Birkhäuser
1236204298,Probedruck für den Schutzumschlag von Mein Onkel Benjamin,,,051070510,Birkhäuser
