idn,title,ts-idn,ts
1236156846,Konvolut Entwürfe für Firmenzeichen und Verlegermarken,041816684,Skizze
1236156846,Konvolut Entwürfe für Firmenzeichen und Verlegermarken,943626668,Probedruck
1236156846,Konvolut Entwürfe für Firmenzeichen und Verlegermarken,946122350,Fahne
1236156889,Gebrauchsgrafiken auf Pappe montiert,040195589,Gebrauchsgrafik
1236156889,Gebrauchsgrafiken auf Pappe montiert,042409128,Anschauungsunterricht
1236156935,"Skizzen, Klischeevorlagen und Probedrucke Gotischer Schriften",040131203,Druckschrift
1236156935,"Skizzen, Klischeevorlagen und Probedrucke Gotischer Schriften",041212088,Entwurf
1236156935,"Skizzen, Klischeevorlagen und Probedrucke Gotischer Schriften",041524586,Entwurfszeichnung
1236156935,"Skizzen, Klischeevorlagen und Probedrucke Gotischer Schriften",941715787,Klischee
1236156935,"Skizzen, Klischeevorlagen und Probedrucke Gotischer Schriften",948082828,Druckvorlage
1236157036,Konvolut Probedrucke und Satzvorlage für Exlibris,04015985X,Exlibris
1236157036,Konvolut Probedrucke und Satzvorlage für Exlibris,943626668,Probedruck
1236157095,Probedrucke für Vordruck einer Speisekarte für Restaurant Heuwage,040561127,Speisekarte
1236157095,Probedrucke für Vordruck einer Speisekarte für Restaurant Heuwage,943626668,Probedruck
1236157184,Blattsammlung eigener Notizen und Gebrauchsgrafik für Illustrationen für Typographische Gestaltung,040195589,Gebrauchsgrafik
1236157184,Blattsammlung eigener Notizen und Gebrauchsgrafik für Illustrationen für Typographische Gestaltung,041443845,Beispielsammlung
1236157222,Arbeitsmaterial und Entwürfe für Typografische Entwurfstechnik,042555507,Schrifttum
1236157222,Arbeitsmaterial und Entwürfe für Typografische Entwurfstechnik,041262735,Manuskript
1236157222,Arbeitsmaterial und Entwürfe für Typografische Entwurfstechnik,041865197,Typoskript
1236157222,Arbeitsmaterial und Entwürfe für Typografische Entwurfstechnik,041212088,Entwurf
1236157249,Entwurfszeichnungen von Schriften mit Mediävalcharakter und Antiquacharakter und Brief an Jan Tschichold vom 30.07.1931,040532976,Schrift
1236157249,Entwurfszeichnungen von Schriften mit Mediävalcharakter und Antiquacharakter und Brief an Jan Tschichold vom 30.07.1931,041524586,Entwurfszeichnung
1236157249,Entwurfszeichnungen von Schriften mit Mediävalcharakter und Antiquacharakter und Brief an Jan Tschichold vom 30.07.1931,040082407,Brief
1236157338,Fahnen und Klischeeabzüge für Schriftschreiben für Setzer,040085708,Buch
1236157338,Fahnen und Klischeeabzüge für Schriftschreiben für Setzer,946122350,Fahne
1236157338,Fahnen und Klischeeabzüge für Schriftschreiben für Setzer,941715787,Klischee
1236157400,Sammlung von Briefumschlägen und Briefköpfen der Buchgemeinschaft Der Bücherkreis,041896440,Werbestempel
